Date,Open,High,Low,Close,Adj Close,Volume
2012-12-10,345.750000,348.299988,344.700012,346.274994,328.136047,279614
2012-12-11,346.125000,349.625000,343.049988,345.350006,327.259521,178148
2012-12-12,345.250000,347.850006,344.274994,346.674988,328.515076,343776
2012-12-13,346.500000,347.975006,344.274994,345.700012,327.591187,350238
2012-12-14,346.000000,347.100006,342.575012,344.350006,326.311920,740296
2012-12-17,343.500000,343.899994,337.075012,338.825012,321.076324,621198
2012-12-18,339.000000,341.000000,335.000000,337.825012,320.128723,342268
2012-12-19,337.500000,344.625000,337.500000,343.700012,325.695953,151412
2012-12-20,343.700012,343.700012,340.024994,341.500000,323.611206,799792
2012-12-21,341.500000,341.500000,337.000000,338.149994,320.436676,63120
2012-12-24,340.500000,344.500000,335.875000,337.600006,319.915497,73090
2012-12-26,338.500000,342.500000,336.549988,340.174988,322.355621,135826
2012-12-27,341.000000,341.424988,338.250000,339.674988,321.881775,179560
2012-12-28,339.674988,341.000000,337.250000,338.799988,321.052612,100746
2012-12-31,338.500000,340.000000,337.000000,339.399994,321.621155,100686
